NR-AR,NR-AR-LBD,NR-AhR,NR-Aromatase,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,smiles
0,0,0,,0,0,0,0,0,1,0,0,CCCCCCCC/C=C\CCCCCCCC(=O)OC(CO)CO
0,0,0,,0,0,0,0,0,0,0,0,O=[N+]([O-])C1:C:C(N(CCO)CCO):C:C:C:1NCCO
0,0,0,0,0,0,0,0,0,1,0,0,O=C([O-])C1:C:C:C:C:C:1NC1:C:C(Cl):C:C:C:1C(=O)[O-].[Na+].[Na+]
0,0,0,0,0,0,0,1,0,0,0,0,CC(C)C1:C:C:C2:C(C(C)C):C:C(C(C)C):C(S(=O)(=O)[O-]):C:2:C:1.[Na+]
0,0,0,0,1,0,0,0,0,0,0,0,O=C([O-])C1:C:C(OC2:C:C:C(C(F)(F)F):C:C:2Cl):C:C:C:1[N+](=O)[O-].[Na+]
0,0,0,,0,0,0,1,0,0,0,0,O=C([O-])C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[NH4+]
0,0,0,0,0,0,0,1,0,0,0,0,CC(=O)[O-].CC(=O)[O-].O.O.O.[PbH2+2]
0,0,0,0,0,0,0,0,0,0,0,0,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Zn+2]
0,0,0,0,0,0,0,0,0,0,0,0,ClC(Br)Br
1,0,0,,0,0,0,0,0,0,0,0,CCCCC(CC)COC(=O)C1:C(Br):C(Br):C(Br):C(Br):C:1C(=O)OCC(CC)CCCC
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)CCC=C(C)CCC=C(C)C
1,0,0,0,1,1,0,0,0,0,0,0,C[C@@]12CCC[C@H]1[C@@H]1CC[C@H]3C[C@@H](O)CC[C@]3(C)[C@H]1CC2
0,0,0,,0,0,0,1,0,0,0,0,C[C@H](CN1CCCC1)C(=O)C1:C:C:C(C(F)(F)F):C:C:1
0,0,0,0,0,0,0,1,0,0,0,0,C/C=C(C)/C=C/C=C(C)C
0,0,0,,1,0,0,0,0,1,0,0,C=C(C)C(=O)OCCOC1:C:C:C:C:C:1
0,0,0,,0,0,0,1,0,0,0,0,C=CC(C)=CCC=C(C)C
0,0,0,0,0,0,0,0,0,0,0,0,C=CCCCCCCCCC=O
0,0,0,0,0,0,0,0,0,0,0,0,C1:C:C:C2:C:N:N:C:C:2:C:1
0,0,0,,0,0,0,0,0,0,0,0,C1CCOC1
0,0,0,,1,1,0,1,0,0,0,0,CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
0,0,0,0,0,0,0,0,0,1,0,0,CCCCCC(C)=O
0,0,0,0,0,0,0,1,0,0,0,0,CC(=O)OC/C=C(\C)CC/C=C(\C)CCC=C(C)C
0,0,0,0,0,0,0,0,0,1,0,0,CCCCCCCC/C=C/CCCOC(C)=O
0,0,1,1,0,0,0,0,0,0,0,0,CC(C)(C)C(O)C(OC1:C:C:C(Cl):C:C:1)N1:C:N:C:N:1
0,0,0,,0,0,0,0,0,0,1,0,COC1:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:1
0,0,1,,0,0,0,0,0,0,0,0,CCOP(=S)(OC1:C:N:C(C(C)(C)C):N:C:1)OC(C)C
0,0,0,,1,0,0,0,0,0,0,0,CC(C)(C)C1:C:C:C(OCC2CO2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C1:C:C(C(C)C):C:C(C(C)C):C:1
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(C)(O)CCCC(C)CCCC(C)CCCC(C)C
0,0,0,,1,0,0,0,0,0,0,0,CC(C)OC(=O)NC1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,1,0,0,CC1:C(C(=O)O):C:C:C:C:1[N+](=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,CCC(=O)C(=O)CC
0,0,0,,0,0,0,0,0,0,1,0,CCCCC/C(=C/C1:C:C:C:C:C:1)CO
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCC/C=C/C=O
0,0,0,,0,0,0,1,0,0,0,0,CCCCCCCCCCCCCCCCO
0,0,0,,0,0,0,0,0,0,0,0,CCCN(CCC)C(=O)SCC
0,0,1,,1,0,0,0,0,0,0,0,CC1:C:C:C(N):C:C:1.Cl
0,0,0,0,0,0,0,1,0,0,0,0,Cl[In](Cl)Cl
0,0,0,0,0,0,0,0,0,0,0,0,Cl[Sn](Cl)(Cl)Cl
0,0,1,0,0,0,0,0,0,0,0,0,COC(=O)C1:C(Cl):C(Cl):C(C(=O)OC):C(Cl):C:1Cl
0,0,0,0,0,0,0,0,0,0,0,0,C#CC(C)(C)NC(=O)C1:C:C(Cl):C:C(Cl):C:1
0,0,1,0,0,0,0,1,0,0,1,0,CCOP(=S)(OCC)OC1:N:C(Cl):C(Cl):C:C:1Cl
0,0,1,,0,0,0,0,0,0,0,0,O=C(NC(=O)C1:C(F):C:C:C:C:1F)NC1:C:C:C(Cl):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=NOCOCCOC)[C@H](C)[C@@H](O)[C@]1(C)O
0,0,1,0,0,0,0,0,0,0,1,0,CCCCC(CC)COC(=O)C1:C:C:C(N(C)C):C:C:1
0,0,0,0,0,0,0,1,0,0,0,0,CNC(=O)OC1:C:C:C:C2:C:1OC(C)(C)O2
0,0,0,0,0,0,0,1,0,0,0,0,CNC(=O)OC1:C:C:C:C2:C:1OC(C)(C)O2
0,0,0,0,0,0,0,0,0,0,0,0,COC(C=C(C)CCC=C(C)C)OC
0,0,0,,1,1,0,0,0,0,0,0,COC(OC)(C(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
0,0,1,,0,0,0,0,0,0,0,0,COC1:C2:O:C:C:C:2:C:C2:C:C:C(=O):O:C:1:2
0,0,0,,0,0,0,0,0,0,0,0,COC1:C:C(OC):C(OC):C:C:1C=O
0,0,1,0,0,0,0,0,0,1,0,0,CCNC1:N:C(NC(C)CC):N:C(OC):N:1
0,0,0,0,0,0,0,0,0,0,0,0,COC1:C:C:C(N2:N:C(C(F)F):C:C:2C2:C:C:C(S(C)=O):C:C:2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,O=C(NC(=O)C1:C:C(F):C(F):C:C:1Cl)NC1:C:C(F):C:C:C:1N1CCC(C(=O)O)CC1
0,0,0,,0,0,0,1,0,0,0,0,N=C(N)C1:C:C:C(OCCCOC2:C:C:C(C(=N)N):C:C:2):C:C:1
0,0,0,0,0,0,0,0,0,0,1,0,CCCCCCCC/C=C\CCCCCCCC(N)=O
0,0,0,0,0,0,0,0,0,1,0,0,CCCCNC(N)=O
0,0,1,0,0,0,0,0,0,0,0,0,NC1:C:C:C(Cl):C(Cl):C:1
0,0,1,,0,0,0,0,0,0,1,0,NC1:C:C:C:C(N):C:1
0,0,1,,0,0,0,0,0,0,0,0,NC1:N:C(N):N:C(C2:C:C:C:C:C:2):N:1
0,0,1,0,0,0,0,0,0,0,0,0,NC1:C:C:C(CC2:C:C:C(N):C:C:2):C:C:1
0,0,0,0,1,0,0,0,0,0,0,1,NC1:N:C(Cl):N:C2:C:1:N:C:N:2[C@H]1C[C@H](O)[C@@H](CO)O1
0,0,0,,0,0,0,0,0,0,1,0,CC1:C([N+](=O)[O-]):C(C):C([N+](=O)[O-]):C(C(C)(C)C):C:1[N+](=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,CCOC(=O)/C=C(/C)O[AlH3](OC(C)CC)OC(C)CC
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)C1:C:C:C(O):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(C)=O)OC(C)=O)OC(C)=O
0,0,1,,1,1,0,0,0,0,0,0,COC1:C:C:C(C(=O)C2:C:C:C:C:C:2):C(O):C:1
0,0,1,,1,0,0,1,1,0,1,0,O=C(CC(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
0,0,1,,1,0,0,1,1,0,0,0,O=C(CCl)C1:C:C:C:C:C:1
0,0,0,0,1,1,0,1,0,0,1,0,CC1(C(=O)NC2:C:C:C(O):C(Cl):C:2Cl)CCCCC1
0,0,1,0,0,0,0,0,0,0,0,0,C[C@H](CN1CCOCC1)C(C(=O)N1CCCC1)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1.O=C(O)[C@H](O)[C@@H](O)C(=O)O
0,0,1,0,0,0,0,1,0,0,1,0,O=C(O)C(=O)CC1:C:[NH]:C2:C:C:C:C:C:1:2
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)=CCN1CC[C@@]2(C)C3:C:C(O):C:C:C:3C[C@@H]1[C@@H]2C.O=C(O)CCC(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCC/C=C\CCCCCCCC(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,C=CCCCCCCCCC(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCCCCC(=O)O
0,0,0,,1,0,0,0,1,0,0,0,O=C(OCCC1:C:C:C:C:C:1)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCCCOC(=O)[C@@H](C)OC1:C:C:C(OC2:C:C:C(C#N):C:C:2F):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCOC(=O)CC(CC(=O)OCCCCCC)(OC(=O)CCC)C(=O)OCCCCCC
0,0,0,0,1,0,0,0,0,1,0,0,O=C(OCCCCCCOC(=O)C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
0,0,0,1,0,0,0,0,0,0,0,0,CCCCC(CC)C(=O)OCCOCCOCCOCCOC(=O)C(CC)CCCC
0,0,0,,0,0,0,0,0,1,0,0,CC(C)(C)C1CCC(=O)CC1
0,0,0,0,0,0,0,1,0,0,0,0,CCCCCCCCCCC=CC1CC(=O)OC1=O
0,0,0,0,0,0,0,0,0,0,0,0,CN1:C(=O):C2:[NH]:C:N:C:2:N(C):C:1=O
1,1,0,0,1,1,0,1,0,0,0,0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2O
0,0,0,0,0,0,0,0,0,0,0,0,O=CC1:C:C:C(F):C:C:1
0,0,1,0,1,0,0,1,0,0,0,0,NC1:C:C:C2:C:C:C:C:C:2:C:1S(=O)(=O)O
0,0,0,,0,0,0,0,0,0,0,0,NC1:C:C:C(C(=O)O):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)C(O)(C1:C:C:C(OC(F)(F)F):C:C:1)C1:C:N:C:N:C:1
0,0,0,,0,0,0,0,0,0,1,0,CCC(C)C1:C:C:C:C(C(C)CC):C:1O
0,0,1,0,1,1,0,1,0,0,1,0,OC1:C:C:C2:C:C:C:C:C:2:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)CC2:C:C:C:C(O):C:2O1
0,0,1,0,1,0,0,1,0,0,1,0,OC1:C:C:C2:C:C:C:C:C:2:C:1/N=N/C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,OCC1CO1
0,0,0,1,0,0,0,1,0,0,0,0,CCCCCCCCCCCC(=O)OC[C@@H](O)[C@H]1OC[C@H](OCCO)[C@H]1OCCO
0,0,1,0,0,0,0,1,0,0,1,0,CCCC[N+]1:C:C:C(C):C:C:1.[Br-]
0,0,0,0,0,0,0,0,0,0,0,0,CCC(C)(CCC(C)C)C(=O)[O-].CCC(C)(CCC(C)C)C(=O)[O-].[Ca+2]
0,0,0,0,0,0,0,1,0,0,0,0,CC(=O)[O-].CC(=O)[O-].[Co+2]
0,0,0,0,0,0,0,0,0,0,0,0,CC1(C)S[C@@H]2[C@H](NC(=O)COC3:C:C:C:C:C:3)C(=O)N2[C@H]1C(=O)[O-].[K+]
0,0,0,0,0,0,0,1,0,0,0,0,S=C([S-])NCCNC(=S)[S-].[Mn+2]
0,0,0,0,0,0,0,0,0,0,0,0,O=C([O-])C1:[NH]:N(C2:C:C:C(S(=O)(=O)[O-]):C:C:2):C(=O):C:1/N=N/C1:C:C:C(S(=O)(=O)[O-]):C:C:1.[Na+].[Na+].[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C(=O)[O-].[Na+]
0,0,1,0,0,0,0,1,0,0,1,0,O.O.O.O.[Na+].[O-]C1:C:C:C:C:C:1C1:C:C:C:C:C:1
0,0,0,,0,0,0,0,0,0,1,0,O=[N+]([O-])C1:C:C:C([O-]):C:C:1.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,O=C1[N-]C(=O)C(C2:C:C:C:C:C:2)(C2:C:C:C:C:C:2)N1.[Na+]
0,0,0,0,0,0,0,0,0,0,0,0,C1:C:C:[CH-]:C:1.C1:C:C:[CH-]:C:1.[Ni+2]
0,0,0,0,0,0,0,0,0,0,0,0,O=[N+]([O-])C1:C:C([N+](=O)[O-]):C2:C:C:C(S(=O)(=O)O):C:C:2:C:1O
0,0,0,0,0,0,0,0,0,0,1,0,C=C(C)CN(CC)C1:C([N+](=O)[O-]):C:C(C(F)(F)F):C:C:1[N+](=O)[O-]
0,0,0,0,0,0,0,0,0,0,1,0,CCCN(CCC)C1:C([N+](=O)[O-]):C:C(C(C)C):C:C:1[N+](=O)[O-]
0,0,1,0,0,0,0,0,0,0,1,0,O=C(NCC1:C:C:C:N:C:1)NC1:C:C:C([N+](=O)[O-]):C:C:1
0,0,0,,0,0,0,0,0,0,0,0,CC1:C:C:C2:C:C:C:C:C:2:C:1[N+](=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,CC(Br)C(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,FC(F)(F)C(Cl)Br
0,0,0,,0,0,0,0,0,0,0,0,ClCCBr
0,0,1,0,1,0,0,0,0,0,1,0,C1:C:C:C(OCCOC2:C:C:C:C:C:2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(=N\O)/C(C)=N/O
0,0,0,0,1,1,0,0,0,0,1,0,C=CC(C)(CCC=C(C)C)OC(=O)C1:C:C:C:C:C:1
0,0,0,,0,0,0,0,0,0,1,0,C=CC(C)(O)CCC=C(C)CCC=C(C)C
0,0,0,0,0,0,0,0,0,0,1,0,C[C@@H]1CC2(OC3C[C@@]4(C)C5=CC[C@H]6C(C)(C)C(O[C@@H]7OC[C@@H](O)[C@H](O)[C@H]7O)CC[C@@]67C[C@@]57CC[C@]4(C)C31)OC(O)C1(C)OC21
0,0,0,0,0,0,0,0,0,0,0,0,CCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F
0,0,0,0,0,0,0,0,0,0,0,0,CCO[Si](C)(CCCOCC1CO1)OCC
0,0,0,0,0,0,0,0,0,0,0,0,C[Si]1(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O1
0,0,0,0,0,0,0,0,0,1,0,0,C=C[Si]1(C)O[Si](C)(C=C)O[Si](C)(C=C)O[Si](C)(C=C)O1
0,0,0,,0,0,0,0,0,0,0,0,C[SiH](C)O[Si](C)(C)O[Si](C)(C)O[SiH](C)C
0,0,0,,0,0,0,0,0,0,0,0,C=C(C)C(=O)O[C@@H]1C[C@H]2CC[C@]1(C)C2(C)C
0,0,0,1,0,0,0,0,0,0,0,0,C=C(C)C(=O)OCCCCCCOC(=O)C(=C)C
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)CCl
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)CCl
0,0,0,0,0,0,0,0,0,0,0,0,C=C(Cl)CCl
0,0,0,0,0,0,0,1,0,0,0,0,C=CC=O
0,0,0,0,0,0,0,0,0,0,0,0,C=CN1CCCCCC1=O
0,0,0,0,0,0,0,0,0,0,0,0,C=COC(=O)C(C)(CC)CCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,C1=C/CC/C=C/CC/C=C/CC/1
0,0,0,,0,0,0,0,0,0,0,0,C1:C:C2:C3:C(:C:C:C:C:3:C:1)CC2
0,0,0,0,1,0,0,0,0,0,1,0,C1:C:C:C2:C(:C:1)NC1:C:C:C:C:C:1S2
0,0,1,0,0,0,0,0,0,0,0,0,C1:C:C:C2:[NH]:C:C:C:2:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(=O)CC(=O)N(C)C
0,0,0,0,1,0,0,0,0,0,0,0,CC(=O)NC1:C:C:C2:C(:C:1)CC1:C:C(NC(C)=O):C:C:C:12
0,0,1,,1,0,0,0,0,0,0,0,COC1:C:C:C2:[NH]:C:C(CCNC(C)=O):C:2:C:1
0,0,0,,0,0,0,0,0,0,1,0,CC1:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C1:C:C(CC2:C:C(C(C)(C)C):C(O):C(C(C)(C)C):C:2):C:C(C(C)(C)C):C:1O
0,0,0,,0,0,0,0,0,0,0,0,CC(C)(C)C1:C:C:C(CCC=O):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)C1CCCCC1O
0,0,0,,0,0,0,0,0,0,0,0,CC(CCO)CC(C)(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)OOC(=O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)(C)OOC(C)(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCC(C)(C)O
0,0,0,0,0,0,0,0,0,0,0,0,C=CC(C)CCCC(C)(C)O
0,0,0,0,0,0,0,1,0,0,0,0,CC(C)C#N
0,0,0,,0,0,0,0,0,0,0,0,CC(C)C1:C:C:C2:C:C(C(C)C):C:C:C:2:C:1
0,0,0,,0,0,0,0,0,0,0,0,CC(C)CC(C)CC(O)CC(C)C
0,0,0,0,1,0,0,0,0,0,1,0,CC(C)CC=C(C=O)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,COC(=O)C1:C(C(F)F):N:C(C(F)(F)F):C(C2=NCCS2):C:1CC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCOC(=O)C1:C:C:C(C(=O)OCCCCCCC(C)C):C(C(=O)OCCCCCCC(C)C):C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCOC(=O)C1:C:C:C:C:C:1C(=O)OCCCCCCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCCCOC(=O)C1:C:C:C:C:C:1C(=O)OCCCCCCC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)CCCCOC(=O)C1:C:C:C:C:C:1C(=O)OCCCCC(C)C
0,0,0,,1,1,0,0,0,0,0,0,CC(C)COC(=O)C1:C:C:C:C:C:1C(=O)OCC(C)C
0,0,0,,1,0,0,0,0,0,0,0,CC(C)OC(=O)NC1:C:C:C:C:C:1
0,0,0,,0,0,0,0,0,0,0,0,CNC(=O)OC1:C:C:C:C:C:1OC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CNC(=O)OC1:C:C:C:C:C:1OC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,CC1:O:C:C:C(=O):C:1O
0,0,0,0,0,0,0,1,0,0,0,0,CC1=CC2C3CC(C=C3C)C2C1
0,0,0,,0,0,0,0,0,0,0,0,CCCCNC1CC(C)(C)NC(C)(C)C1
0,0,0,0,0,0,0,0,0,0,0,0,C=C(C)C1CC=C(C)C(=O)C1
0,0,0,0,0,0,0,0,0,0,0,0,CC1:C:C:C:C([N+](=O)[O-]):C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC1:C:C(C(=O)O):C:C:C:1[N+](=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,COC1:C:C:C(Br):C(C):C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC1CCC(CO)CC1
0,0,0,,0,0,0,0,0,0,0,0,CC1:C:C:C(O):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CC1:C:C:C:C(O):C:1C
0,0,0,1,0,0,0,0,0,0,0,0,CC1(C)C2=CCCC(C)(C)[C@]23CC[C@H]1C3
0,0,0,0,0,0,0,0,0,0,0,0,CC1:N:O:C(NS(=O)(=O)C2:C:C:C(N):C:C:2):C:1C
0,0,0,,0,0,0,0,0,0,0,0,CC1:C:C:C:C(OC2:C:C:C:C:C:2):C:1
0,0,0,0,0,0,0,0,0,0,1,0,CC1:C:C:C2:C:C:C3:C:C:C:C4:C:C:C:1:C:2:C:3:4
0,0,0,,0,0,0,0,0,0,0,0,CCCCC(CC)COC(=O)C1:C:C:C(C(=O)OCC(CC)CCCC):C(C(=O)OCC(CC)CCCC):C:1
0,0,0,0,1,0,0,0,0,0,0,0,CCCCC(CC)COC(=O)C1:C:C:C(C(=O)OCC(CC)CCCC):C(C(=O)OCC(CC)CCCC):C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCCCC(CC)COC(=O)C1:C:C:C(C(=O)OCC(CC)CCCC):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCCC(=NOCC)C1=C(O)CC(CC(C)SCC)CC1=O
0,0,0,0,0,0,0,0,0,0,0,0,CCCC(=O)OC(=O)CCC
0,0,0,0,0,0,0,0,0,0,0,0,CCCC(O)C(CC)CO
0,0,0,0,0,0,0,1,0,0,0,0,CCCC/C=C/C=C\C=O
0,0,0,,0,0,0,0,0,0,0,0,CCCCC(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCC/C=C\CCCCCCCCO
0,0,0,,0,0,0,0,0,0,0,0,CCCCCCCCCC
0,0,0,0,0,0,0,0,0,0,0,0,CCCCCCCCCCCCOCC1CO1
0,0,0,0,0,0,0,0,0,1,0,0,CCCCCCCCCl
0,0,0,0,0,0,0,0,0,0,0,0,CCCCOC(=O)CC(CC(=O)OCCCC)(OC(C)=O)C(=O)OCCCC
0,0,0,0,0,0,0,0,0,0,1,0,CCCN(CC1CC1)C1:C([N+](=O)[O-]):C:C(C(F)(F)F):C:C:1[N+](=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,CCN1CCN(C2:C:C(C3:C:C:C(F):C:C:3):C3:C(:N:2)CCCCCC3)CC1
0,0,0,0,0,0,0,0,0,0,0,0,CCNC(=O)NCCCOC1:C:C:C:C(CN2CCCCC2):C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCO[Si](CCC1CCC2OC2C1)(OCC)OCC
0,0,0,0,0,0,0,0,0,0,1,0,CCO[Si](CCCCl)(OCC)OCC
0,0,0,0,0,0,0,0,0,0,0,0,CCOP(=S)(OCC)OC1:C:N:C2:C:C:C:C:C:2:N:1
0,0,0,1,0,0,0,0,0,0,0,0,Cl.Cl.NC1:C:C:C(C2:C:C:C(N):C:C:2):C:C:1
0,0,0,0,0,0,0,1,0,1,0,0,COC1:C:C:C2:C3:C:1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314.Cl
0,0,0,,0,0,0,0,0,0,0,0,Cl[C@H]1OCCO[C@@H]1Cl
0,0,0,0,0,0,0,0,0,0,1,0,Cl[Si](Cl)(C1:C:C:C:C:C:1)C1:C:C:C:C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,Cl[Yb](Cl)Cl
0,0,0,0,0,0,0,0,0,0,0,0,Cl[Zr](Cl)(C1=CC=CC1)C1C=CC=C1
0,0,0,,0,0,0,0,0,0,0,0,OC(O)C(Cl)(Cl)Cl
0,0,1,,0,0,0,0,0,0,0,0,ClC1:C:C:C(C(Cl)(Cl)Cl):C:N:1
0,0,0,,0,0,0,0,0,0,0,0,CC1:C:C(Cl):C:C:C:1OCCCC(=O)O
0,0,0,0,0,0,0,0,0,0,0,0,CC(C)OC(=O)COC1:C:C:C(Cl):C:C:1Cl
0,0,0,0,0,0,0,0,0,0,0,0,ClC1:C:C:C(Cl):C(Cl):C:1Cl
0,0,0,0,0,0,0,0,0,0,1,0,OC1:C:C(Cl):C:C:C:1Cl
0,0,1,,0,0,0,0,0,0,0,0,CON(C)C(=O)NC1:C:C:C(Cl):C:C:1
1,0,0,0,0,0,0,0,0,0,0,0,O=C1NC2:C:C:C(Cl):C:C:2C(C2:C:C:C:C:C:2)=NC1O
0,0,0,0,0,0,0,0,0,0,0,0,ClC1:C:C:C:C(Cl):C:1
0,0,0,0,0,0,0,0,0,0,0,0,O=C(O)CCCl
0,0,0,0,0,0,0,0,0,0,0,0,ClCCOCCOCCCl
0,0,0,0,0,0,0,0,0,0,0,0,ClCCOP(OCCCl)OCCCl
0,0,0,0,0,0,0,0,0,0,0,0,CN(C)N=NC1:N:C:[NH]:C:1C(N)=O
0,0,1,0,0,0,0,0,0,0,0,0,CN(C)C1:C:C:C(CC2:C:C:C(N(C)C):C:C:2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CO[Si](CCCOCC1CO1)(OC)OC
0,0,0,,0,0,0,0,0,0,0,0,COC(=O)C1:C:C:C(C=O):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCC(=O)C=CC1:C:C:C(OC):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,COC1:C:C:C([N+](=O)[O-]):C:C:1[N+](=O)[O-]
0,0,0,0,0,0,0,0,0,0,0,0,COC1:C:C:C2:C:C:C:C:C:2:C:1
0,0,0,0,0,0,0,0,0,0,0,0,CCN(CC)C(=O)C(Cl)=C(C)OP(=O)(OC)OC
0,0,0,0,0,0,0,0,0,0,0,0,COP(C)(=O)OC
0,0,0,0,0,0,0,1,0,0,0,0,CSC1:N:C(N=[N+]=[N-]):N:C(NC(C)C):N:1
0,0,0,0,0,0,0,0,0,0,0,0,CCNC1:N:C(NCC):N:C(SC):N:1
0,0,0,0,0,0,0,0,0,0,1,0,CC[C@@H]1C[C@H](N(CC2:C:C(C(F)(F)F):C:C(C(F)(F)F):C:2)C(C)=O)C2:C:C(C(F)(F)F):C:C:C:2N1C(=O)OC(C)C
0,0,0,0,0,0,0,0,0,0,0,0,O=C(O)C1:C:C:C:C(C(F)(F)F):C:1
0,0,0,0,0,0,0,0,0,0,0,0,O=C1:[NH]:C(=O):N(C2CCCO2):C:C:1F
0,0,0,0,0,0,0,0,0,0,0,0,[Na]I
0,0,1,0,0,0,0,0,0,0,0,0,N#C/C(N)=C(/N)C#N
0,0,1,0,0,0,0,0,0,0,0,0,N#CC1:C:C:C:C:C:1O
0,0,0,0,0,0,0,0,0,0,0,0,CN(C)CCC#N
0,0,0,,0,0,0,0,0,0,0,0,N#CN
0,0,0,,0,0,0,0,0,0,0,0,N[C@H]1CN(C2:C(F):C:C3:C(=O):C(C(=O)O):C:N(C4C[C@H]4F):C:3:C:2Cl)CC12CC2
0,0,0,0,0,0,0,0,0,0,0,1,N=C1:C:C:N2:C(:N:1)O[C@H]1[C@H](O)[C@@H](CO)O[C@H]12
0,0,0,0,0,0,0,0,0,1,0,0,CN(N=O)C(N)=O
0,0,0,0,0,0,0,0,0,0,0,0,NC(=O)NO
0,0,1,0,0,0,0,0,0,0,0,0,NC1:C:C:C(Br):C:C:1
0,0,0,,0,0,0,0,0,0,0,0,NC1:C:C:C(S(=O)(=O)NC2:C:N:C3:C:C:C:C:C:3:N:2):C:C:1
0,0,0,0,0,0,0,0,0,0,0,0,NC1:C:C:C(S(N)(=O)=O):C:C:1
0,0,1,0,0,0,0,0,0,0,1,0,CC1:C(N):C:C:C:C:1N
